"x"
-0.0799999999999841
-0.51400000000001
-0.949000000000012
-1.38300000000004
-1.81799999999998
-2.09199999999998
-2.36700000000002
-2.64099999999996
-2.916
-3.16777777777776
-3.42055555555555
-3.67233333333331
-3.92511111111105
-4.17688888888893
-4.42866666666669
-4.68144444444442
-4.93322222222224
-5.18599999999998
-5.36833333333328
-5.55166666666668
-5.73399999999998
-5.91733333333332
-6.09966666666668
-6.28300000000002
-6.46533333333332
-6.64866666666666
-6.83099999999996
-7.01333333333332
-7.19666666666666
-7.37899999999996
-8.10399999999998
-8.82799999999997
-9.553
-10.277
-9.702
-9.12600000000003
-9.02600000000001
-8.92500000000007
-8.82499999999999
-8.72399999999999
-8.9813333333334
-9.23966666666666
-9.49699999999996
-9.75533333333334
-10.0126666666667
-10.271
-10.5616666666667
-10.8533333333334
-11.144
-11.4356666666666
-11.7263333333333
-12.018
-11.842
-11.6659999999999
-11.491
-11.315
-11.14
-10.964
-11.3015
-11.638
-11.9755
-12.312
-12.6495
-12.9859999999999
-13.3235
-13.66
-13.9714999999999
-14.284
-14.5955
-14.908
-15.2195
-15.532
-15.8435000000001
-16.156
-16.15
-16.145
-16.139
-16.134
-16.128
-16.122
-16.117
-16.111
-16.1060000000001
-16.1
-16.03
-15.959
-15.889
-15.818
-15.748
-15.677
-15.212
-14.956
-14.62
-14.555
-14.399
-14.454
-13.588
-13.283
-12.877
-11.772
-11.186
-11.021
-10.365
-8.61000000000001
-8.584
-8.15800000000002
-7.66300000000001
-6.40700000000004
-5.25199999999995
-4.35600000000005
-2.93099999999998
-1.98499999999996
-1.12
-0.0040000000000191
1.07099999999997
2.05700000000002
2.93199999999996
4.22800000000001
6.154
7.18900000000002
7.995
8.74000000000001
9.07600000000002
9.291
10.567
12.072
14.388
14.033
16.499
17.704
18.42
19.555
21.171
23.247
24.492
26.328
27.953
29.339
30.694
32
34.005
35.311
37.026
39.212
