"species","jdate","year","period"
"REVI",168,1897,"low"
"REVI",163,1898,"low"
"REVI",160,1901,"low"
"REVI",149,1906,"low"
"REVI",156,1906,"low"
"REVI",156,1906,"low"
"YHBL",180,1915,"low"
"YHBL",143,1887,"low"
"YHBL",148,1887,"low"
"YHBL",163,1889,"low"
"YHBL",163,1890,"low"
"YHBL",169,1890,"low"
"YHBL",169,1890,"low"
"YHBL",171,1890,"low"
"YHBL",155,1891,"low"
"YHBL",160,1897,"low"
"YHBL",161,1897,"low"
"YHBL",161,1897,"low"
"YHBL",172,1899,"low"
"YHBL",142,1902,"low"
"YHBL",145,1902,"low"
"YHBL",146,1902,"low"
"YHBL",176,1916,"low"
"YHBL",165,1918,"low"
"YHBL",165,1918,"low"
"YHBL",152,1919,"low"
"YHBL",153,1919,"low"
"YHBL",154,1919,"low"
"YHBL",166,1932,"low"
"YHBL",146,1933,"low"
"YHBL",139,1934,"low"
"YHBL",140,1934,"low"
"YHBL",140,1934,"low"
"YHBL",140,1934,"low"
"YHBL",140,1934,"low"
"YHBL",141,1934,"low"
"YHBL",145,1956,"low"
"MODO",146,1888,"low"
"MODO",150,1888,"low"
"MODO",166,1888,"low"
"MODO",182,1888,"low"
"MODO",222,1888,"low"
"MODO",159,1889,"low"
"MODO",132,1894,"low"
"MODO",170,1895,"low"
"MODO",134,1896,"low"
"MODO",139,1897,"low"
"MODO",154,1897,"low"
"MODO",148,1898,"low"
"MODO",179,1904,"low"
"MODO",135,1906,"low"
"MODO",204,1913,"low"
"MODO",154,1916,"low"
"MODO",131,1917,"low"
"MODO",135,1917,"low"
"MODO",157,1919,"low"
"MODO",142,1922,"low"
"MODO",160,1922,"low"
"MODO",148,1923,"low"
"MODO",148,1923,"low"
"MODO",149,1924,"low"
"MODO",193,1924,"low"
"MODO",193,1924,"low"
"MODO",138,1925,"low"
"MODO",139,1989,"high"
"MODO",152,1989,"high"
"MODO",176,1989,"high"
"MODO",170,2011,"high"
"MODO",202,2011,"high"
"MODO",178,2012,"high"
"MODO",204,2012,"high"
"NOCA",117,1994,"high"
"BRTH",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",131,1994,"high"
"RWBL",124,1994,"high"
"BLJA",131,1994,"high"
"SOSP",124,1994,"high"
"BRTH",124,1994,"high"
"RWBL",131,1994,"high"
"NOCA",131,1994,"high"
"RWBL",138,1994,"high"
"SOSP",131,1994,"high"
"MODO",131,1994,"high"
"RWBL",131,1994,"high"
"COGR",124,1994,"high"
"MODO",131,1994,"high"
"RWBL",138,1994,"high"
"RWBL",138,1994,"high"
"MODO",131,1994,"high"
"COGR",117,1994,"high"
"COGR",117,1994,"high"
"BLJA",131,1994,"high"
"SOSP",131,1994,"high"
"NOCA",138,1994,"high"
"GRCA",138,1994,"high"
"RWBL",138,1994,"high"
"OROR",138,1994,"high"
"FISP",138,1994,"high"
"RWBL",131,1994,"high"
"RWBL",131,1994,"high"
"RWBL",131,1994,"high"
"RWBL",131,1994,"high"
"RWBL",131,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"RWBL",124,1994,"high"
"NOCA",138,1994,"high"
"NOCA",131,1994,"high"
"NOCA",138,1994,"high"
"RWBL",138,1994,"high"
"RWBL",138,1994,"high"
"RWBL",131,1994,"high"
"NOCA",138,1994,"high"
"RWBL",131,1994,"high"
"RWBL",138,1994,"high"
"NOCA",124,1994,"high"
"NOCA",117,1994,"high"
"BRTH",117,1994,"high"
"HOSP",131,1994,"high"
"SOSP",124,1994,"high"
"BRTH",117,1994,"high"
"BLJA",138,1994,"high"
"BLJA",117,1994,"high"
"RWBL",138,1994,"high"
"RWBL",131,1994,"high"
"RWBL",138,1994,"high"
"RWBL",138,1994,"high"
"NOCA",138,1994,"high"
"RWBL",138,1994,"high"
"SOSP",138,1994,"high"
"NOCA",131,1994,"high"
"BLJA",131,1994,"high"
"NOCA",145,1994,"high"
"RWBL",145,1994,"high"
"BOBO",138,1994,"high"
"SOSP",138,1994,"high"
"SOSP",124,1994,"high"
"SOSP",124,1994,"high"
"INBU",152,1994,"high"
"RWBL",145,1994,"high"
"RWBL",145,1994,"high"
"NOCA",138,1994,"high"
"INBU",152,1994,"high"
"CHSP",124,1994,"high"
"BLJA",145,1994,"high"
"NOCA",145,1994,"high"
"NOCA",152,1994,"high"
"INBU",152,1994,"high"
"NOCA",138,1994,"high"
"FISP",124,1994,"high"
"INBU",152,1994,"high"
"INBU",152,1994,"high"
"INBU",152,1994,"high"
"INBU",152,1994,"high"
"YEWA",152,1994,"high"
"INBU",152,1994,"high"
"INBU",152,1994,"high"
"NOCA",138,1994,"high"
"INBU",152,1994,"high"
"RWBL",152,1994,"high"
"RBGR",145,1994,"high"
"CHSP",131,1994,"high"
"EAKI",138,1994,"high"
"OROR",138,1994,"high"
"RWBL",152,1994,"high"
"OROR",138,1994,"high"
"NOCA",166,1994,"high"
"SOSP",152,1994,"high"
"INBU",159,1994,"high"
"SOSP",131,1994,"high"
"RWBL",159,1994,"high"
"FISP",145,1994,"high"
"SOSP",131,1994,"high"
"BOBO",145,1994,"high"
"SOSP",138,1994,"high"
"SOSP",131,1994,"high"
"NOCA",159,1994,"high"
"NOCA",138,1994,"high"
"INBU",159,1994,"high"
"CHSP",138,1994,"high"
"COYE",159,1994,"high"
"YEWA",145,1994,"high"
"YEWA",138,1994,"high"
"CHSP",138,1994,"high"
"INBU",159,1994,"high"
"INBU",173,1994,"high"
"YEWA",152,1994,"high"
"INBU",166,1994,"high"
"NOCA",159,1994,"high"
"SOSP",166,1994,"high"
"SOSP",166,1994,"high"
"SOSP",138,1994,"high"
"INBU",166,1994,"high"
"NOCA",166,1994,"high"
"SOSP",166,1994,"high"
"INBU",145,1994,"high"
"FISP",152,1994,"high"
"CHSP",138,1994,"high"
"INBU",180,1994,"high"
"INBU",138,1994,"high"
"FISP",188,1994,"high"
"SOSP",180,1994,"high"
"SOSP",201,1994,"high"
"AMGO",201,1994,"high"
"COGR",117,1995,"high"
"COGR",124,1995,"high"
"COGR",117,1995,"high"
"AMRO",117,1995,"high"
"COGR",117,1995,"high"
"COGR",117,1995,"high"
"COGR",110,1995,"high"
"COGR",117,1995,"high"
"COGR",110,1995,"high"
"COGR",117,1995,"high"
"COGR",110,1995,"high"
"COGR",110,1995,"high"
"COGR",117,1995,"high"
"COGR",117,1995,"high"
"COGR",117,1995,"high"
"COGR",110,1995,"high"
"COGR",117,1995,"high"
"COGR",110,1995,"high"
"COGR",124,1995,"high"
"RWBL",124,1995,"high"
"MODO",117,1995,"high"
"RWBL",124,1995,"high"
"SOSP",124,1995,"high"
"NOCA",124,1995,"high"
"SOSP",124,1995,"high"
"AMRO",131,1995,"high"
"NOCA",124,1995,"high"
"BRTH",124,1995,"high"
"SOSP",124,1995,"high"
"NOCA",131,1995,"high"
"NOCA",124,1995,"high"
"NOCA",131,1995,"high"
"CHSP",124,1995,"high"
"NOCA",131,1995,"high"
"NOCA",131,1995,"high"
"AMRO",124,1995,"high"
"RWBL",131,1995,"high"
"FISP",131,1995,"high"
"NOCA",131,1995,"high"
"NOCA",124,1995,"high"
"AMRO",131,1995,"high"
"RWBL",131,1995,"high"
"RWBL",138,1995,"high"
"BRTH",131,1995,"high"
"RWBL",131,1995,"high"
"RWBL",131,1995,"high"
"NOCA",131,1995,"high"
"BRTH",124,1995,"high"
"RWBL",138,1995,"high"
"NOCA",117,1995,"high"
"BRTH",138,1995,"high"
"NOCA",138,1995,"high"
"GRSP",131,1995,"high"
"SOSP",131,1995,"high"
"SOSP",138,1995,"high"
"GRCA",138,1995,"high"
"RWBL",131,1995,"high"
"BLJA",138,1995,"high"
"BLJA",131,1995,"high"
"MODO",131,1995,"high"
"RWBL",131,1995,"high"
"BLJA",138,1995,"high"
"GRCA",138,1995,"high"
"BRTH",131,1995,"high"
"SOSP",131,1995,"high"
"RWBL",131,1995,"high"
"FISP",131,1995,"high"
"SOSP",131,1995,"high"
"NOCA",138,1995,"high"
"SOSP",138,1995,"high"
"OROR",138,1995,"high"
"RWBL",131,1995,"high"
"COGR",131,1995,"high"
"GRCA",138,1995,"high"
"MODO",138,1995,"high"
"NOCA",131,1995,"high"
"NOCA",138,1995,"high"
"RWBL",138,1995,"high"
"NOCA",138,1995,"high"
"HOFI",131,1995,"high"
"SOSP",138,1995,"high"
"RWBL",145,1995,"high"
"GRCA",131,1995,"high"
"NOCA",145,1995,"high"
"NOCA",131,1995,"high"
"FISP",138,1995,"high"
"BLJA",138,1995,"high"
"RWBL",138,1995,"high"
"RWBL",138,1995,"high"
"NOCA",138,1995,"high"
"FISP",138,1995,"high"
"BLJA",138,1995,"high"
"GRCA",145,1995,"high"
"GRCA",145,1995,"high"
"RWBL",138,1995,"high"
"NOCA",145,1995,"high"
"GRCA",131,1995,"high"
"NOCA",145,1995,"high"
"GRCA",145,1995,"high"
"NOCA",145,1995,"high"
"NOCA",145,1995,"high"
"RWBL",145,1995,"high"
"COGR",138,1995,"high"
"BRTH",138,1995,"high"
"SOSP",138,1995,"high"
"HOFI",138,1995,"high"
"NOCA",145,1995,"high"
"RWBL",145,1995,"high"
"NOCA",145,1995,"high"
"COGR",145,1995,"high"
"RWBL",145,1995,"high"
"NOCA",138,1995,"high"
"GRCA",138,1995,"high"
"GRCA",138,1995,"high"
"GRCA",145,1995,"high"
"BLJA",138,1995,"high"
"BRTH",131,1995,"high"
"RWBL",138,1995,"high"
"HOFI",138,1995,"high"
"RWBL",138,1995,"high"
"OROR",138,1995,"high"
"RWBL",145,1995,"high"
"GRCA",138,1995,"high"
"NOCA",145,1995,"high"
"GRCA",145,1995,"high"
"NOCA",145,1995,"high"
"RWBL",145,1995,"high"
"SOSP",124,1995,"high"
"GRCA",145,1995,"high"
"RWBL",145,1995,"high"
"RWBL",131,1995,"high"
"GRCA",145,1995,"high"
"GRCA",145,1995,"high"
"NOCA",145,1995,"high"
"NOCA",145,1995,"high"
"RWBL",145,1995,"high"
"RWBL",152,1995,"high"
"SOSP",131,1995,"high"
"GRCA",145,1995,"high"
"RWBL",145,1995,"high"
"RWBL",152,1995,"high"
"INBU",152,1995,"high"
"SOSP",131,1995,"high"
"RWBL",159,1995,"high"
"RWBL",152,1995,"high"
"INBU",145,1995,"high"
"NOCA",124,1995,"high"
"FISP",138,1995,"high"
"SOSP",131,1995,"high"
"HOFI",145,1995,"high"
"INBU",152,1995,"high"
"BRTH",138,1995,"high"
"GRCA",152,1995,"high"
"COGR",152,1995,"high"
"GRSP",138,1995,"high"
"INBU",152,1995,"high"
"INBU",152,1995,"high"
"BLJA",152,1995,"high"
"INBU",159,1995,"high"
"GRCA",152,1995,"high"
"INBU",152,1995,"high"
"RWBL",159,1995,"high"
"RWBL",152,1995,"high"
"NOCA",152,1995,"high"
"FISP",138,1995,"high"
"GRCA",152,1995,"high"
"FISP",152,1995,"high"
"FISP",152,1995,"high"
"SOSP",131,1995,"high"
"COGR",138,1995,"high"
"RWBL",152,1995,"high"
"GRHE",124,1995,"high"
"INBU",152,1995,"high"
"SOSP",131,1995,"high"
"NOCA",152,1995,"high"
"CHSP",152,1995,"high"
"RWBL",159,1995,"high"
"RWBL",131,1995,"high"
"HOFI",159,1995,"high"
"CHSP",145,1995,"high"
"NOCA",152,1995,"high"
"SOSP",152,1995,"high"
"SOSP",152,1995,"high"
"NOCA",152,1995,"high"
"BRTH",124,1995,"high"
"GRCA",131,1995,"high"
"INBU",152,1995,"high"
"NOCA",124,1995,"high"
"NOCA",159,1995,"high"
"HOFI",138,1995,"high"
"GRCA",131,1995,"high"
"INBU",152,1995,"high"
"INBU",159,1995,"high"
"INBU",159,1995,"high"
"NOCA",166,1995,"high"
"FISP",159,1995,"high"
"RWBL",166,1995,"high"
"RWBL",159,1995,"high"
"BLJA",138,1995,"high"
"CHSP",159,1995,"high"
"INBU",159,1995,"high"
"INBU",159,1995,"high"
"RWBL",166,1995,"high"
"INBU",145,1995,"high"
"INBU",159,1995,"high"
"INBU",166,1995,"high"
"INBU",166,1995,"high"
"YEWA",159,1995,"high"
"INBU",145,1995,"high"
"INBU",166,1995,"high"
"EATO",131,1995,"high"
"OROR",138,1995,"high"
"INBU",159,1995,"high"
"FISP",138,1995,"high"
"BAOR",138,1995,"high"
"BAOR",138,1995,"high"
"OROR",138,1995,"high"
"SOSP",138,1995,"high"
"BAOR",138,1995,"high"
"RWBL",159,1995,"high"
"BAOR",138,1995,"high"
"BAOR",138,1995,"high"
"BAOR",138,1995,"high"
"BAOR",138,1995,"high"
"RWBL",131,1995,"high"
"RWBL",166,1995,"high"
"CHSP",138,1995,"high"
"INBU",159,1995,"high"
"NOCA",173,1995,"high"
"INBU",159,1995,"high"
"NOCA",159,1995,"high"
"FISP",159,1995,"high"
"FISP",159,1995,"high"
"SOSP",152,1995,"high"
"NOCA",159,1995,"high"
"NOCA",152,1995,"high"
"CHSP",152,1995,"high"
"INBU",180,1995,"high"
"INBU",180,1995,"high"
"EATO",180,1995,"high"
"FISP",166,1995,"high"
"GRCA",180,1995,"high"
"INBU",159,1995,"high"
"INBU",173,1995,"high"
"NOCA",173,1995,"high"
"NOCA",173,1995,"high"
"INBU",180,1995,"high"
"CHSP",180,1995,"high"
"NOCA",180,1995,"high"
"GRCA",180,1995,"high"
"SOSP",152,1995,"high"
"CHSP",159,1995,"high"
"GRCA",159,1995,"high"
"BRTH",159,1995,"high"
"NOCA",180,1995,"high"
"BRTH",159,1995,"high"
"NOCA",194,1995,"high"
"INBU",159,1995,"high"
"INBU",194,1995,"high"
"INBU",194,1995,"high"
"INBU",166,1995,"high"
"FISP",152,1995,"high"
"INBU",166,1995,"high"
"INBU",166,1995,"high"
"CHSP",152,1995,"high"
"CHSP",159,1995,"high"
"CHSP",159,1995,"high"
"NOCA",117,1996,"high"
"CANG",110,1996,"high"
"CANG",117,1996,"high"
"CANG",124,1996,"high"
"AMRO",117,1996,"high"
"NOCA",124,1996,"high"
"AMRO",124,1996,"high"
"CANG",110,1996,"high"
"AMRO",124,1996,"high"
"MODO",117,1996,"high"
"SOSP",124,1996,"high"
"MODO",117,1996,"high"
"HOFI",110,1996,"high"
"NOCA",124,1996,"high"
"AMRO",117,1996,"high"
"NOCA",124,1996,"high"
"NOCA",131,1996,"high"
"AMRO",117,1996,"high"
"NOCA",124,1996,"high"
"RWBL",124,1996,"high"
"COGR",131,1996,"high"
"NOCA",124,1996,"high"
"CHSP",131,1996,"high"
"CHSP",131,1996,"high"
"MODO",124,1996,"high"
"AMRO",131,1996,"high"
"SOSP",124,1996,"high"
"NOCA",131,1996,"high"
"SOSP",124,1996,"high"
"SOSP",131,1996,"high"
"NOCA",131,1996,"high"
"SOSP",131,1996,"high"
"RWBL",138,1996,"high"
"RWBL",131,1996,"high"
"RWBL",138,1996,"high"
"BRTH",124,1996,"high"
"SOSP",138,1996,"high"
"RWBL",131,1996,"high"
"RWBL",138,1996,"high"
"AMRO",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"AMRO",131,1996,"high"
"NOCA",138,1996,"high"
"AMRO",131,1996,"high"
"AMRO",131,1996,"high"
"BRTH",131,1996,"high"
"BRTH",124,1996,"high"
"AMRO",131,1996,"high"
"NOCA",131,1996,"high"
"NOCA",131,1996,"high"
"EAME",131,1996,"high"
"AMRO",131,1996,"high"
"HOFI",131,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"BRTH",138,1996,"high"
"RWBL",138,1996,"high"
"SOSP",131,1996,"high"
"HOFI",131,1996,"high"
"BCCH",124,1996,"high"
"RWBL",138,1996,"high"
"NOCA",131,1996,"high"
"NOCA",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",117,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"BCCH",124,1996,"high"
"AMRO",131,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",131,1996,"high"
"AMRO",131,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"COGR",138,1996,"high"
"RWBL",131,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",138,1996,"high"
"RWBL",145,1996,"high"
"BLJA",138,1996,"high"
"CHSP",138,1996,"high"
"NOCA",124,1996,"high"
"RWBL",138,1996,"high"
"NOCA",145,1996,"high"
"SOSP",138,1996,"high"
"NOCA",138,1996,"high"
"AMRO",131,1996,"high"
"AMRO",131,1996,"high"
"AMRO",131,1996,"high"
"COGR",138,1996,"high"
"RWBL",131,1996,"high"
"RWBL",138,1996,"high"
"AMRO",138,1996,"high"
"SOSP",131,1996,"high"
"GRCA",145,1996,"high"
"RWBL",152,1996,"high"
"RWBL",152,1996,"high"
"NOCA",152,1996,"high"
"AMRO",145,1996,"high"
"GRCA",152,1996,"high"
"RWBL",152,1996,"high"
"MODO",145,1996,"high"
"NOCA",145,1996,"high"
"GRCA",152,1996,"high"
"GRCA",152,1996,"high"
"FISP",145,1996,"high"
"BRTH",138,1996,"high"
"SOSP",145,1996,"high"
"RWBL",145,1996,"high"
"RWBL",145,1996,"high"
"RWBL",138,1996,"high"
"GRCA",145,1996,"high"
"RWBL",145,1996,"high"
"RWBL",145,1996,"high"
"NOCA",145,1996,"high"
"MODO",131,1996,"high"
"RWBL",145,1996,"high"
"RWBL",145,1996,"high"
"RWBL",152,1996,"high"
"RWBL",152,1996,"high"
"GRCA",145,1996,"high"
"GRCA",145,1996,"high"
"RWBL",145,1996,"high"
"RWBL",152,1996,"high"
"FISP",152,1996,"high"
"CHSP",145,1996,"high"
"FISP",152,1996,"high"
"NOCA",145,1996,"high"
"GRCA",152,1996,"high"
"NOCA",145,1996,"high"
"NOCA",138,1996,"high"
"SOSP",145,1996,"high"
"SOSP",152,1996,"high"
"AMRO",145,1996,"high"
"CHSP",152,1996,"high"
"INBU",145,1996,"high"
"FISP",145,1996,"high"
"RWBL",152,1996,"high"
"RWBL",152,1996,"high"
"RWBL",152,1996,"high"
"RWBL",159,1996,"high"
"AMRO",138,1996,"high"
"SOSP",152,1996,"high"
"RWBL",159,1996,"high"
"NOCA",145,1996,"high"
"RWBL",159,1996,"high"
"RWBL",152,1996,"high"
"AMRO",152,1996,"high"
"RWBL",159,1996,"high"
"RWBL",152,1996,"high"
"RWBL",159,1996,"high"
"RWBL",152,1996,"high"
"RWBL",152,1996,"high"
"RWBL",152,1996,"high"
"NOCA",159,1996,"high"
"SOSP",152,1996,"high"
"GRCA",159,1996,"high"
"RWBL",138,1996,"high"
"SOSP",145,1996,"high"
"OROR",138,1996,"high"
"BAOR",138,1996,"high"
"RWBL",159,1996,"high"
"FISP",152,1996,"high"
"INBU",152,1996,"high"
"FISP",145,1996,"high"
"BRTH",145,1996,"high"
"GRCA",145,1996,"high"
"GRCA",145,1996,"high"
"RWBL",152,1996,"high"
"INBU",152,1996,"high"
"RWBL",166,1996,"high"
"RWBL",152,1996,"high"
"RWBL",159,1996,"high"
"RWBL",166,1996,"high"
"RWBL",159,1996,"high"
"INBU",166,1996,"high"
"RWBL",166,1996,"high"
"FISP",166,1996,"high"
"INBU",166,1996,"high"
"FISP",159,1996,"high"
"INBU",159,1996,"high"
"INBU",166,1996,"high"
"RWBL",159,1996,"high"
"RWBL",166,1996,"high"
"INBU",166,1996,"high"
"AMRO",159,1996,"high"
"BAOR",131,1996,"high"
"BAOR",138,1996,"high"
"INBU",166,1996,"high"
"INBU",166,1996,"high"
"CHSP",138,1996,"high"
"CHSP",138,1996,"high"
"INBU",166,1996,"high"
"RWBL",173,1996,"high"
"RWBL",166,1996,"high"
"RWBL",166,1996,"high"
"RWBL",166,1996,"high"
"NOCA",166,1996,"high"
"RWBL",173,1996,"high"
"BAOR",152,1996,"high"
"FISP",145,1996,"high"
"INBU",173,1996,"high"
"INBU",173,1996,"high"
"RWBL",166,1996,"high"
"RWBL",159,1996,"high"
"FISP",188,1996,"high"
"CANG",180,1996,"high"
"NOCA",173,1996,"high"
"INBU",173,1996,"high"
"INBU",180,1996,"high"
"GRCA",159,1996,"high"
"COYE",159,1996,"high"
"GRCA",188,1996,"high"
"SOSP",188,1996,"high"
"RWBL",166,1996,"high"
"OROR",159,1996,"high"
"BRTH",166,1996,"high"
"OROR",159,1996,"high"
"CHSP",159,1996,"high"
"RWBL",145,1996,"high"
"AMRO",173,1996,"high"
"RBGR",166,1996,"high"
"CHSP",152,1996,"high"
"OROR",173,1996,"high"
"OROR",173,1996,"high"
"AMRO",117,1997,"high"
"AMRO",124,1997,"high"
"AMRO",124,1997,"high"
"CHSP",131,1997,"high"
"CHSP",138,1997,"high"
"CHSP",131,1997,"high"
"SOSP",131,1997,"high"
"FISP",138,1997,"high"
"AMRO",131,1997,"high"
"BRTH",138,1997,"high"
"RWBL",138,1997,"high"
"GRCA",138,1997,"high"
"SOSP",131,1997,"high"
"FISP",131,1997,"high"
"FISP",131,1997,"high"
"FISP",131,1997,"high"
"FISP",131,1997,"high"
"BRTH",131,1997,"high"
"NOCA",145,1997,"high"
"FISP",145,1997,"high"
"BGGN",145,1997,"high"
"SOSP",138,1997,"high"
"RWBL",145,1997,"high"
"OROR",145,1997,"high"
"FISP",138,1997,"high"
"FISP",152,1997,"high"
"OROR",138,1997,"high"
"FISP",152,1997,"high"
"CHSP",152,1997,"high"
"AMRO",145,1997,"high"
"GRCA",145,1997,"high"
"BRTH",117,1997,"high"
"AMRO",145,1997,"high"
"GRCA",145,1997,"high"
"FISP",145,1997,"high"
"FISP",138,1997,"high"
"FISP",152,1997,"high"
"BLJA",145,1997,"high"
"GRCA",138,1997,"high"
"NOCA",145,1997,"high"
"FISP",145,1997,"high"
"GRCA",138,1997,"high"
"CHSP",152,1997,"high"
"BRTH",152,1997,"high"
"BRTH",138,1997,"high"
"AMRO",138,1997,"high"
"FISP",145,1997,"high"
"INBU",159,1997,"high"
"RWBL",152,1997,"high"
"GRCA",152,1997,"high"
"GRCA",152,1997,"high"
"AMRO",152,1997,"high"
"GRCA",152,1997,"high"
"RWBL",138,1997,"high"
"BGGN",159,1997,"high"
"RWBL",138,1997,"high"
"GRCA",145,1997,"high"
"BRTH",152,1997,"high"
"YEWA",152,1997,"high"
"RWBL",145,1997,"high"
"INBU",159,1997,"high"
"NOCA",159,1997,"high"
"FISP",159,1997,"high"
"INBU",159,1997,"high"
"INBU",159,1997,"high"
"INBU",159,1997,"high"
"SOSP",124,1997,"high"
"FISP",145,1997,"high"
"INBU",159,1997,"high"
"INBU",159,1997,"high"
"FISP",152,1997,"high"
"CHSP",145,1997,"high"
"CHSP",138,1997,"high"
"BGGN",173,1997,"high"
"FISP",152,1997,"high"
"BRTH",173,1997,"high"
"FISP",173,1997,"high"
"INBU",208,1997,"high"
"OROR",166,1997,"high"
"INBU",180,1997,"high"
"AMGO",208,1997,"high"
"REVI",166,1997,"high"
"CHSP",159,1997,"high"
"AMRO",103,1998,"high"
"AMRO",103,1998,"high"
"AMRO",103,1998,"high"
"HOFI",103,1998,"high"
"HOFI",103,1998,"high"
"HOFI",110,1998,"high"
"AMRO",110,1998,"high"
"RWBL",124,1998,"high"
"NOCA",117,1998,"high"
"RWBL",124,1998,"high"
"AMRO",110,1998,"high"
"RWBL",124,1998,"high"
"BRTH",117,1998,"high"
"AMRO",110,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"BRTH",124,1998,"high"
"RWBL",124,1998,"high"
"NOCA",96,1998,"high"
"BRTH",117,1998,"high"
"NOCA",124,1998,"high"
"BRTH",124,1998,"high"
"GRCA",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"EAME",124,1998,"high"
"AMRO",117,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"AMRO",117,1998,"high"
"AMRO",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",131,1998,"high"
"RWBL",124,1998,"high"
"BRTH",124,1998,"high"
"AMRO",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",131,1998,"high"
"FISP",124,1998,"high"
"RWBL",131,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"FISP",131,1998,"high"
"AMRO",124,1998,"high"
"AMRO",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"RWBL",124,1998,"high"
"FISP",138,1998,"high"
"AMRO",138,1998,"high"
"RWBL",138,1998,"high"
"RWBL",131,1998,"high"
"RWBL",138,1998,"high"
"RWBL",138,1998,"high"
"RWBL",138,1998,"high"
"RWBL",138,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"RWBL",131,1998,"high"
"BRTH",131,1998,"high"
"RWBL",138,1998,"high"
"OROR",131,1998,"high"
"FISP",138,1998,"high"
"FISP",138,1998,"high"
"RWBL",145,1998,"high"
"RWBL",145,1998,"high"
"RWBL",145,1998,"high"
"RWBL",145,1998,"high"
"OROR",138,1998,"high"
"BGGN",145,1998,"high"
"RWBL",145,1998,"high"
"FISP",124,1998,"high"
"FISP",131,1998,"high"
"BGGN",145,1998,"high"
"RWBL",145,1998,"high"
"OROR",138,1998,"high"
"FISP",145,1998,"high"
"NOCA",131,1998,"high"
"FISP",138,1998,"high"
"FISP",145,1998,"high"
"SOSP",124,1998,"high"
"FISP",138,1998,"high"
"CHSP",145,1998,"high"
"HOFI",166,1998,"high"
"BOBO",138,1998,"high"
"EAKI",145,1998,"high"
"OROR",131,1998,"high"
"OROR",131,1998,"high"
"AMRO",131,1998,"high"
"SOSP",145,1998,"high"
"RWBL",152,1998,"high"
"NOCA",145,1998,"high"
"OROR",131,1998,"high"
"INBU",131,1998,"high"
"SOSP",152,1998,"high"
"BAOR",138,1998,"high"
"BAOR",138,1998,"high"
"BAOR",138,1998,"high"
"FISP",138,1998,"high"
"FISP",145,1998,"high"
"SOSP",131,1998,"high"
"YEWA",145,1998,"high"
"YEWA",145,1998,"high"
"CHSP",131,1998,"high"
"FISP",152,1998,"high"
"FISP",152,1998,"high"
"SOSP",159,1998,"high"
"BRTH",117,1999,"high"
"FISP",117,1999,"high"
"NOCA",117,1999,"high"
"NOCA",117,1999,"high"
"FISP",124,1999,"high"
"FISP",131,1999,"high"
"AMRO",117,1999,"high"
"NOCA",124,1999,"high"
"FISP",124,1999,"high"
"BRTH",124,1999,"high"
"NOCA",124,1999,"high"
"BRTH",124,1999,"high"
"NOCA",124,1999,"high"
"GRCA",124,1999,"high"
"GRCA",124,1999,"high"
"AMRO",117,1999,"high"
"RWBL",124,1999,"high"
"BRTH",124,1999,"high"
"FISP",124,1999,"high"
"FISP",124,1999,"high"
"AMRO",124,1999,"high"
"COHA",138,1999,"high"
"RWBL",124,1999,"high"
