"species","jdate","year","period"
"SOSP",129,1933,"low"
"SOSP",162,1933,"low"
"SOSP",124,1934,"low"
"SOSP",154,1934,"low"
"SOSP",183,1934,"low"
"SOSP",121,1935,"low"
"SOSP",140,1935,"low"
"SOSP",142,1935,"low"
"SOSP",158,1989,"high"
"BHCO",145,1887,"low"
"BHCO",142,1888,"low"
"BHCO",149,1888,"low"
"BHCO",152,1888,"low"
"BHCO",129,1889,"low"
"BHCO",140,1889,"low"
"BHCO",157,1889,"low"
"BHCO",149,1890,"low"
"BHCO",169,1894,"low"
"BHCO",173,1897,"low"
"BHCO",142,1900,"low"
"BHCO",143,1900,"low"
"BHCO",146,1900,"low"
"BHCO",152,1900,"low"
"BHCO",152,1900,"low"
"BHCO",180,1900,"low"
"BHCO",153,1902,"low"
"BHCO",165,1902,"low"
"BHCO",172,1904,"low"
"BHCO",144,1906,"low"
"BHCO",133,1911,"low"
"BHCO",174,1911,"low"
"BHCO",144,1914,"low"
"BHCO",144,1914,"low"
"BHCO",145,1914,"low"
"BHCO",151,1919,"low"
"BHCO",158,1928,"low"
"BHCO",145,1932,"low"
"BHCO",196,1933,"low"
"BHCO",145,1934,"low"
"BHCO",130,1935,"low"
"BHCO",135,1935,"low"
"BHCO",147,1935,"low"
"BHCO",148,1935,"low"
"HOSP",135,1885,"low"
"HOSP",130,1888,"low"
"HOSP",147,1888,"low"
"HOSP",125,1889,"low"
"HOSP",126,1889,"low"
"HOSP",167,1891,"low"
"HOSP",126,1895,"low"
"HOSP",168,1901,"low"
"HOSP",182,1901,"low"
"HOSP",142,1902,"low"
"HOSP",169,1904,"low"
"HOSP",129,1906,"low"
"HOSP",140,1907,"low"
"HOSP",122,1914,"low"
"HOSP",130,1914,"low"
"HOSP",130,1914,"low"
"HOSP",113,1915,"low"
"HOSP",126,1915,"low"
"HOSP",153,1915,"low"
"HOSP",183,1915,"low"
"HOSP",137,1916,"low"
"HOSP",138,1916,"low"
"HOSP",177,1916,"low"
"HOSP",223,1916,"low"
"HOSP",126,1917,"low"
"HOSP",128,1917,"low"
"HOSP",131,1917,"low"
"HOSP",132,1920,"low"
"HOSP",145,1920,"low"
"HOSP",146,1920,"low"
"HOSP",150,1920,"low"
"HOSP",130,1921,"low"
"HOSP",150,1922,"low"
"INBU",213,1889,"low"
"INBU",176,1892,"low"
"INBU",221,1893,"low"
"INBU",150,1897,"low"
"INBU",160,1898,"low"
"INBU",168,1904,"low"
"INBU",151,1906,"low"
"INBU",156,1906,"low"
"INBU",169,1906,"low"
"INBU",171,1907,"low"
"INBU",142,1908,"low"
"INBU",205,1935,"low"
"RBGR",138,1886,"low"
"RBGR",131,1887,"low"
"RBGR",149,1888,"low"
"RBGR",150,1888,"low"
"RBGR",151,1888,"low"
"RBGR",197,1888,"low"
"RBGR",160,1893,"low"
"RBGR",156,1895,"low"
"RBGR",150,1897,"low"
"RBGR",154,1989,"high"
"RBGR",144,2010,"high"
"RBGR",142,2011,"high"
"RBGR",162,2011,"high"
"RBGR",154,2012,"high"
"DOWO",136,1890,"low"
"DOWO",140,1906,"low"
"DOWO",140,1941,"low"
"DOWO",126,1989,"high"
"DOWO",133,1989,"high"
"DOWO",160,2011,"high"
"DOWO",151,2012,"high"
"EATO",173,1911,"low"
"EATO",148,1887,"low"
"EATO",198,1888,"low"
"EATO",138,1904,"low"
"EATO",123,1906,"low"
"EATO",124,1906,"low"
"EATO",147,1907,"low"
"EATO",147,1907,"low"
"EATO",220,1907,"low"
"EATO",143,1910,"low"
"EATO",150,1912,"low"
"EATO",236,1921,"low"
"EATO",141,1923,"low"
"EATO",148,1923,"low"
"EATO",149,1934,"low"
"EATO",141,1896,"low"
"EATO",153,1898,"low"
"SCTA",135,1887,"low"
"SCTA",212,1888,"low"
"SCTA",194,1891,"low"
"SCTA",174,1892,"low"
"SCTA",154,1895,"low"
"SCTA",157,1895,"low"
"SCTA",185,1895,"low"
"SCTA",166,1899,"low"
"SCTA",144,1906,"low"
"SCTA",154,1989,"high"
"PBGR",145,1890,"low"
"PBGR",152,1890,"low"
"PBGR",128,1891,"low"
"PBGR",143,1891,"low"
"PBGR",144,1891,"low"
"PBGR",152,1891,"low"
"PBGR",152,1891,"low"
"PBGR",153,1891,"low"
"PBGR",162,1892,"low"
"PBGR",127,1898,"low"
"PBGR",135,1898,"low"
"PBGR",149,1898,"low"
"PBGR",139,1901,"low"
"PBGR",148,1902,"low"
"PBGR",193,1902,"low"
"PBGR",147,1910,"low"
"PBGR",178,1915,"low"
"PBGR",175,1917,"low"
"PBGR",152,1924,"low"
"PBGR",139,1929,"low"
"PBGR",143,1933,"low"
"PBGR",150,1933,"low"
"PBGR",149,1934,"low"
"PBGR",141,1939,"low"
"BCCH",115,1891,"low"
"BCCH",134,1914,"low"
"BCCH",124,1929,"low"
"BCCH",146,1890,"low"
"BCCH",126,1903,"low"
"BCCH",128,1923,"low"
"BCCH",122,1932,"low"
"BGGN",136,1879,"high"
"BGGN",158,1989,"high"
"BGGN",186,2012,"high"
"VESP",157,1885,"low"
"VESP",147,1888,"low"
"VESP",131,1889,"low"
"VESP",141,1889,"low"
"VESP",128,1895,"low"
"VESP",142,1896,"low"
"VESP",144,1898,"low"
"VESP",124,1906,"low"
"VESP",137,1910,"low"
"VESP",140,1910,"low"
"VESP",120,1914,"low"
"VESP",133,1916,"low"
"VESP",156,1920,"low"
"VESP",158,1925,"low"
"VESP",169,1929,"low"
"SORA",135,1889,"low"
"SORA",149,1890,"low"
"SORA",139,1891,"low"
"SORA",129,1892,"low"
"SORA",138,1893,"low"
"SORA",137,1897,"low"
"SORA",139,1897,"low"
"SORA",136,1898,"low"
"SORA",133,1899,"low"
"SORA",135,1899,"low"
"SORA",134,1904,"low"
"SORA",134,1904,"low"
"SORA",147,1904,"low"
"SORA",143,1919,"low"
"SORA",136,1929,"low"
"SORA",141,1929,"low"
"SORA",127,1932,"low"
"SORA",139,1933,"low"
"SORA",141,1933,"low"
"COGR",135,1885,"low"
"COGR",121,1887,"low"
"COGR",135,1888,"low"
"COGR",137,1888,"low"
"COGR",138,1889,"low"
"COGR",120,1890,"low"
"COGR",119,1891,"low"
"COGR",132,1891,"low"
"COGR",151,1904,"low"
"COGR",128,1906,"low"
"COGR",126,1922,"low"
"COGR",127,1923,"low"
"COGR",115,1927,"low"
"COGR",133,1927,"low"
"COGR",136,1928,"low"
"COGR",113,1929,"low"
"COGR",111,1932,"low"
"COGR",112,1932,"low"
"COGR",113,1932,"low"
"COGR",122,1932,"low"
"COGR",123,1932,"low"
"COGR",124,1932,"low"
"COGR",124,1932,"low"
"COGR",124,1932,"low"
"COGR",133,1932,"low"
"COGR",126,1934,"low"
"COGR",126,1934,"low"
"COGR",112,1946,"low"
"COGR",113,1946,"low"
"COGR",113,1946,"low"
"COGR",115,1946,"low"
"KIRA",150,1872,"high"
"KIRA",122,1890,"low"
"KIRA",136,1890,"low"
"KIRA",139,1890,"low"
"KIRA",145,1890,"low"
"KIRA",147,1892,"low"
"KIRA",133,1893,"low"
"KIRA",139,1893,"low"
"KIRA",159,1894,"low"
"KIRA",169,1896,"low"
"KIRA",145,1898,"low"
"KIRA",128,1899,"low"
"KIRA",131,1899,"low"
"KIRA",141,1900,"low"
"KIRA",123,1901,"low"
"KIRA",157,1901,"low"
"KIRA",115,1902,"low"
"KIRA",127,1902,"low"
"KIRA",132,1902,"low"
"KIRA",134,1902,"low"
"KIRA",136,1902,"low"
"KIRA",138,1902,"low"
"KIRA",159,1902,"low"
"KIRA",125,1903,"low"
"KIRA",139,1903,"low"
"KIRA",128,1904,"low"
"KIRA",135,1904,"low"
"KIRA",138,1904,"low"
"KIRA",138,1904,"low"
"KIRA",142,1904,"low"
"KIRA",130,1905,"low"
"KIRA",131,1910,"low"
"KIRA",139,1910,"low"
"KIRA",144,1915,"low"
"KIRA",146,1915,"low"
"KIRA",163,1916,"low"
"KIRA",168,1916,"low"
"KIRA",144,1932,"low"
"KIRA",128,1934,"low"
"KIRA",133,1939,"low"
"KIRA",133,1939,"low"
"KIRA",137,1939,"low"
"VIRA",156,1888,"low"
"VIRA",152,1897,"low"
"VIRA",131,1900,"low"
"VIRA",125,1901,"low"
"VIRA",130,1901,"low"
"VIRA",141,1902,"low"
"VIRA",136,1903,"low"
"VIRA",142,1903,"low"
"VIRA",141,1904,"low"
"VIRA",142,1904,"low"
"VIRA",164,1907,"low"
"VIRA",137,1910,"low"
"VIRA",143,1919,"low"
"VIRA",127,1932,"low"
"VIRA",141,1933,"low"
"VIRA",142,1935,"low"
"VIRA",145,1987,"low"
"EAPH",135,1888,"low"
"EAPH",149,1888,"low"
"EAPH",149,1888,"low"
"EAPH",112,1889,"low"
"EAPH",116,1889,"low"
"EAPH",120,1889,"low"
"EAPH",142,1900,"low"
"EAPH",127,1904,"low"
"EAPH",163,1905,"low"
"EAPH",176,1905,"low"
"EAPH",109,1910,"low"
"EAPH",161,1913,"low"
"EAPH",163,1913,"low"
"EAPH",161,1915,"low"
"EAPH",123,1935,"low"
"AMWO",106,1902,"low"
"AMWO",98,1903,"low"
"AMWO",115,1903,"low"
"AMWO",119,1903,"low"
"AMWO",121,1903,"low"
"AMWO",131,1903,"low"
"AMWO",118,1904,"low"
"AMWO",100,1905,"low"
"AMWO",94,1908,"low"
"AMWO",113,1908,"low"
"AMWO",111,1909,"low"
"AMWO",115,1909,"low"
"AMWO",96,1910,"low"
"AMWO",107,1910,"low"
"AMWO",102,1911,"low"
"AMWO",112,1912,"low"
"AMWO",102,1913,"low"
"AMWO",103,1913,"low"
"AMWO",103,1913,"low"
"AMWO",105,1913,"low"
"AMWO",107,1913,"low"
"AMWO",98,1914,"low"
"AMWO",104,1914,"low"
"AMWO",104,1915,"low"
"AMWO",101,1916,"low"
"AMWO",93,1918,"low"
"AMWO",99,1919,"low"
"AMWO",135,1919,"low"
"AMWO",90,1920,"low"
"AMWO",96,1921,"low"
"AMWO",107,1923,"low"
"AMWO",112,1924,"low"
"AMWO",105,1925,"low"
"AMWO",118,1926,"low"
"AMWO",106,1928,"low"
"AMWO",112,1928,"low"
"AMWO",118,1928,"low"
"AMWO",99,1929,"low"
"AMWO",107,1929,"low"
"AMWO",97,1932,"low"
"AMWO",101,1932,"low"
"AMWO",103,1932,"low"
"AMWO",114,1932,"low"
"AMWO",81,1933,"low"
"AMWO",97,1933,"low"
"AMWO",100,1933,"low"
"AMWO",106,1933,"low"
"AMWO",110,1933,"low"
"AMWO",95,1934,"low"
"AMWO",102,1934,"low"
"AMWO",103,1934,"low"
"AMWO",108,1934,"low"
"AMWO",116,1934,"low"
"AMWO",86,1935,"low"
"AMWO",114,1935,"low"
"AMWO",123,1935,"low"
"AMWO",101,1939,"low"
"AMWO",115,2010,"high"
"YEWA",149,1884,"low"
"YEWA",153,1885,"low"
"YEWA",155,1888,"low"
"YEWA",161,1888,"low"
"YEWA",150,1889,"low"
"YEWA",162,1889,"low"
"YEWA",181,1889,"low"
"YEWA",173,1891,"low"
"YEWA",165,1893,"low"
"YEWA",159,1895,"low"
"YEWA",160,1897,"low"
"YEWA",148,1900,"low"
"YEWA",155,1900,"low"
"YEWA",151,1904,"low"
"YEWA",154,1904,"low"
"YEWA",154,1904,"low"
"YEWA",155,1904,"low"
"YEWA",158,1904,"low"
"YEWA",156,1905,"low"
"YEWA",156,1905,"low"
"YEWA",175,1906,"low"
"YEWA",158,1909,"low"
"YEWA",149,1911,"low"
"YEWA",160,1915,"low"
"YEWA",150,1916,"low"
"YEWA",161,1916,"low"
"YEWA",162,1916,"low"
"YEWA",171,1917,"low"
"YEWA",147,1918,"low"
"YEWA",150,1919,"low"
"YEWA",160,1932,"low"
"YEWA",167,1932,"low"
"YEWA",160,1933,"low"
"YEWA",150,1934,"low"
"YEWA",156,1934,"low"
"YEWA",157,1934,"low"
"YEWA",147,2011,"high"
"YEWA",152,2011,"high"
"YEWA",152,2011,"high"
"YEWA",145,2012,"high"
"AMRE",163,1889,"low"
"AMRE",162,1891,"low"
"AMRE",172,1891,"low"
"AMRE",177,1891,"low"
"AMRE",179,1891,"low"
"AMRE",175,1892,"low"
"AMRE",157,1895,"low"
"AMRE",152,1897,"low"
"AMRE",150,1898,"low"
"AMRE",155,1901,"low"
"AMRE",163,1901,"low"
"AMRE",171,1904,"low"
"AMRE",148,1906,"low"
"AMRE",152,1906,"low"
"AMRE",153,1906,"low"
"AMRE",156,1906,"low"
"AMRE",165,1906,"low"
"AMRE",172,1912,"low"
"AMRE",159,1913,"low"
"AMRE",170,1915,"low"
"AMRE",154,2013,"high"
"CHSP",143,1886,"low"
"CHSP",232,1888,"low"
"CHSP",127,1889,"low"
"CHSP",138,1889,"low"
"CHSP",163,1889,"low"
"CHSP",188,1897,"low"
"CHSP",183,1987,"low"
"FISP",141,1885,"low"
"FISP",143,1887,"low"
"FISP",143,1888,"low"
"FISP",159,1888,"low"
"FISP",193,1888,"low"
"FISP",148,1889,"low"
"FISP",157,1889,"low"
"FISP",162,1889,"low"
"FISP",156,1895,"low"
"FISP",208,1895,"low"
"FISP",219,1897,"low"
"FISP",159,1904,"low"
"FISP",159,1904,"low"
"FISP",129,1906,"low"
"FISP",155,1906,"low"
"FISP",165,1907,"low"
"FISP",129,1914,"low"
"FISP",210,1916,"low"
"FISP",139,1919,"low"
"FISP",172,1919,"low"
"FISP",137,1920,"low"
"FISP",132,1921,"low"
"FISP",180,1922,"low"
"FISP",192,1922,"low"
"FISP",158,1928,"low"
"FISP",165,1933,"low"
"FISP",187,1934,"low"
"FISP",193,1934,"low"
"FISP",145,1946,"low"
"FISP",141,1989,"high"
"FISP",145,1989,"high"
"FISP",159,1989,"high"
"FISP",167,1989,"high"
"FISP",155,2011,"high"
"EAME",142,1887,"low"
"EAME",123,1888,"low"
"EAME",119,1889,"low"
"EAME",150,1889,"low"
"EAME",134,1890,"low"
"EAME",123,1891,"low"
"EAME",138,1891,"low"
"EAME",155,1891,"low"
"EAME",144,1894,"low"
"EAME",154,1894,"low"
"EAME",139,1900,"low"
"EAME",123,1907,"low"
"EAME",156,1907,"low"
"EAME",152,1908,"low"
"EAME",124,1910,"low"
"EAME",129,1910,"low"
"EAME",130,1910,"low"
"EAME",131,1910,"low"
"EAME",128,1911,"low"
"EAME",128,1911,"low"
"EAME",135,1911,"low"
"EAME",145,1911,"low"
"EAME",132,1912,"low"
"EAME",125,1913,"low"
"EAME",151,1913,"low"
"EAME",122,1914,"low"
"EAME",144,1914,"low"
"EAME",145,1914,"low"
"EAME",146,1914,"low"
"EAME",146,1914,"low"
"EAME",149,1914,"low"
"EAME",126,1915,"low"
"EAME",137,1915,"low"
"EAME",153,1915,"low"
"EAME",122,1917,"low"
"EAME",164,1917,"low"
"EAME",171,1917,"low"
"EAME",128,1918,"low"
"EAME",120,1919,"low"
"EAME",146,1919,"low"
"EAME",137,1920,"low"
"EAME",140,1920,"low"
"EAME",134,1922,"low"
"EAME",135,1922,"low"
"EAME",155,1925,"low"
"EAME",121,1927,"low"
"EAME",130,1928,"low"
"EAME",124,1929,"low"
"EAME",124,1929,"low"
"EAME",138,1929,"low"
"EAME",138,1929,"low"
"EAME",131,1932,"low"
"EAME",131,1932,"low"
"EAME",141,1932,"low"
"EAME",138,1933,"low"
"EAME",138,1933,"low"
"EAME",134,1934,"low"
"EAME",136,1934,"low"
"EAME",157,1934,"low"
"EAME",162,1934,"low"
"EAME",130,1935,"low"
"EAME",130,1935,"low"
"EAME",150,1935,"low"
"EAME",135,1939,"low"
"EAME",172,1963,"low"
"EUST",110,1932,"low"
"EUST",116,1932,"low"
"EUST",155,1941,"low"
"EUST",170,1963,"low"
"EUST",171,1963,"low"
"EUST",172,1963,"low"
"EUST",82,2012,"high"
"BRTH",144,1887,"low"
"BRTH",132,1888,"low"
"BRTH",129,1889,"low"
"BRTH",161,1889,"low"
"BRTH",183,1890,"low"
"BRTH",129,1894,"low"
"BRTH",139,1895,"low"
"BRTH",135,1896,"low"
"BRTH",132,1897,"low"
"BRTH",146,1897,"low"
"BRTH",159,1904,"low"
"BRTH",163,1904,"low"
"BRTH",166,1904,"low"
"BRTH",170,1904,"low"
"BRTH",170,1904,"low"
"BRTH",164,1906,"low"
"BRTH",136,1907,"low"
"BRTH",142,1907,"low"
"BRTH",155,1907,"low"
"BRTH",173,1907,"low"
"BRTH",129,1910,"low"
"BRTH",141,1910,"low"
"BRTH",124,1914,"low"
"BRTH",137,1914,"low"
"BRTH",146,1914,"low"
"BRTH",139,1915,"low"
"BRTH",131,1916,"low"
"BRTH",130,1917,"low"
"BRTH",138,1917,"low"
"BRTH",128,1918,"low"
"BRTH",129,1918,"low"
"BRTH",144,1920,"low"
"BRTH",136,1922,"low"
"BRTH",138,1922,"low"
"BRTH",136,1923,"low"
"BRTH",137,1923,"low"
"BRTH",153,1923,"low"
"BRTH",153,1923,"low"
"BRTH",141,1924,"low"
"BRTH",135,1928,"low"
"BRTH",133,1929,"low"
"BRTH",133,1929,"low"
"BRTH",164,1939,"low"
"BRTH",143,1942,"low"
"BRTH",163,1989,"high"
"BRTH",117,2010,"high"
"BRTH",117,2010,"high"
"BRTH",117,2010,"high"
"BRTH",120,2011,"high"
"BRTH",129,2011,"high"
"BRTH",129,2011,"high"
"BRTH",129,2011,"high"
"BRTH",129,2011,"high"
"BRTH",131,2011,"high"
"BRTH",133,2011,"high"
"BRTH",133,2011,"high"
"BRTH",147,2011,"high"
"BRTH",150,2011,"high"
"BRTH",151,2011,"high"
"BRTH",160,2011,"high"
"BRTH",166,2011,"high"
"BRTH",167,2011,"high"
"BRTH",173,2011,"high"
"BRTH",118,2012,"high"
"BRTH",126,2012,"high"
"BRTH",131,2012,"high"
"HOWR",166,1879,"high"
"HOWR",168,1887,"low"
"HOWR",203,1889,"low"
"HOWR",151,1893,"low"
"HOWR",155,1897,"low"
"HOWR",160,1904,"low"
"HOWR",134,1911,"low"
"HOWR",148,1914,"low"
"HOWR",204,1914,"low"
"HOWR",155,1916,"low"
"HOWR",181,1918,"low"
"HOWR",158,1933,"low"
"HOWR",153,2012,"high"
"AMRO",119,1888,"low"
"AMRO",121,1888,"low"
"AMRO",122,1888,"low"
"AMRO",127,1888,"low"
"AMRO",164,1888,"low"
"AMRO",173,1888,"low"
"AMRO",129,1894,"low"
"AMRO",158,1894,"low"
"AMRO",110,1901,"low"
"AMRO",133,1906,"low"
"AMRO",119,1915,"low"
"AMRO",111,1916,"low"
"AMRO",173,1916,"low"
"AMRO",114,1917,"low"
"AMRO",122,1917,"low"
"AMRO",123,1917,"low"
"AMRO",138,1917,"low"
"AMRO",138,1917,"low"
"AMRO",129,1918,"low"
"AMRO",129,1918,"low"
"AMRO",132,1918,"low"
"AMRO",109,1919,"low"
"AMRO",126,1919,"low"
"AMRO",119,1920,"low"
"AMRO",146,1920,"low"
"AMRO",154,1920,"low"
"AMRO",133,1921,"low"
"AMRO",104,1922,"low"
"AMRO",110,1923,"low"
"AMRO",152,1924,"low"
"AMRO",126,1929,"low"
"AMRO",121,1935,"low"
"AMRO",115,1946,"low"
"AMRO",138,1989,"high"
"AMRO",141,1989,"high"
"AMRO",141,1989,"high"
"AMRO",144,1989,"high"
"AMRO",146,1989,"high"
"AMRO",148,1989,"high"
"AMRO",148,1989,"high"
"AMRO",152,1989,"high"
"AMRO",152,1989,"high"
"AMRO",152,1989,"high"
"AMRO",152,1989,"high"
"AMRO",154,1989,"high"
"AMRO",154,1989,"high"
"AMRO",155,1989,"high"
"AMRO",159,1989,"high"
"AMRO",160,1989,"high"
"AMRO",172,1989,"high"
"AMRO",180,1989,"high"
"AMRO",122,1993,"high"
"AMRO",123,1993,"high"
"AMRO",124,1993,"high"
"AMRO",127,1993,"high"
"AMRO",128,1993,"high"
"AMRO",129,1993,"high"
"AMRO",130,1993,"high"
"AMRO",130,1993,"high"
"AMRO",131,1993,"high"
"AMRO",132,1993,"high"
"AMRO",133,1993,"high"
"AMRO",135,1993,"high"
"AMRO",135,1993,"high"
"AMRO",136,1993,"high"
"AMRO",138,1993,"high"
"AMRO",138,1993,"high"
"AMRO",138,1993,"high"
"AMRO",139,1993,"high"
"AMRO",140,1993,"high"
"AMRO",141,1993,"high"
"AMRO",144,1993,"high"
"AMRO",150,1993,"high"
"AMRO",150,1993,"high"
"AMRO",152,1993,"high"
"AMRO",155,1993,"high"
"AMRO",159,1993,"high"
"AMRO",160,1993,"high"
"AMRO",160,1993,"high"
"AMRO",163,1993,"high"
"AMRO",165,1993,"high"
"AMRO",165,1993,"high"
"AMRO",165,1993,"high"
"AMRO",168,1993,"high"
"AMRO",174,1993,"high"
"AMRO",176,1993,"high"
"AMRO",177,1993,"high"
"AMRO",190,1993,"high"
"AMRO",117,1994,"high"
"AMRO",118,1994,"high"
"AMRO",124,1994,"high"
"AMRO",124,1994,"high"
"AMRO",125,1994,"high"
"AMRO",126,1994,"high"
"AMRO",130,1994,"high"
"AMRO",131,1994,"high"
"AMRO",131,1994,"high"
"AMRO",131,1994,"high"
"AMRO",133,1994,"high"
"AMRO",133,1994,"high"
"AMRO",134,1994,"high"
"AMRO",135,1994,"high"
"AMRO",135,1994,"high"
"AMRO",137,1994,"high"
"AMRO",140,1994,"high"
"AMRO",149,1994,"high"
"AMRO",150,1994,"high"
"AMRO",157,1994,"high"
"AMRO",158,1994,"high"
"AMRO",168,1994,"high"
"AMRO",169,1994,"high"
"AMRO",175,1994,"high"
"AMRO",176,1994,"high"
"AMRO",178,1994,"high"
"AMRO",181,1994,"high"
"AMRO",182,1994,"high"
"AMRO",128,1995,"high"
"AMRO",136,1995,"high"
"AMRO",137,1995,"high"
"AMRO",137,1995,"high"
"AMRO",138,1995,"high"
"AMRO",138,1995,"high"
"AMRO",138,1995,"high"
"AMRO",138,1995,"high"
"AMRO",138,1995,"high"
"AMRO",139,1995,"high"
"AMRO",139,1995,"high"
"AMRO",139,1995,"high"
"AMRO",141,1995,"high"
"AMRO",141,1995,"high"
"AMRO",142,1995,"high"
"AMRO",142,1995,"high"
"AMRO",142,1995,"high"
"AMRO",143,1995,"high"
"AMRO",143,1995,"high"
"AMRO",143,1995,"high"
"AMRO",144,1995,"high"
"AMRO",144,1995,"high"
"AMRO",144,1995,"high"
"AMRO",144,1995,"high"
"AMRO",145,1995,"high"
"AMRO",146,1995,"high"
"AMRO",146,1995,"high"
"AMRO",146,1995,"high"
"AMRO",148,1995,"high"
"AMRO",148,1995,"high"
"AMRO",148,1995,"high"
"AMRO",148,1995,"high"
"AMRO",148,1995,"high"
"AMRO",149,1995,"high"
"AMRO",149,1995,"high"
"AMRO",150,1995,"high"
"AMRO",150,1995,"high"
"AMRO",152,1995,"high"
"AMRO",152,1995,"high"
"AMRO",153,1995,"high"
"AMRO",154,1995,"high"
"AMRO",155,1995,"high"
"AMRO",155,1995,"high"
"AMRO",155,1995,"high"
"AMRO",158,1995,"high"
"AMRO",158,1995,"high"
"AMRO",118,1996,"high"
"AMRO",120,1996,"high"
"AMRO",131,1996,"high"
"AMRO",132,1996,"high"
"AMRO",133,1996,"high"
"AMRO",134,1996,"high"
"AMRO",135,1996,"high"
"AMRO",135,1996,"high"
"AMRO",136,1996,"high"
"AMRO",137,1996,"high"
"AMRO",140,1996,"high"
"AMRO",141,1996,"high"
"AMRO",142,1996,"high"
"AMRO",142,1996,"high"
"AMRO",144,1996,"high"
"AMRO",145,1996,"high"
"AMRO",145,1996,"high"
"AMRO",145,1996,"high"
"AMRO",148,1996,"high"
"AMRO",148,1996,"high"
"AMRO",150,1996,"high"
"AMRO",150,1996,"high"
"AMRO",151,1996,"high"
"AMRO",152,1996,"high"
"AMRO",154,1996,"high"
"AMRO",155,1996,"high"
"AMRO",160,1996,"high"
"AMRO",160,1996,"high"
"AMRO",160,1996,"high"
"AMRO",161,1996,"high"
"AMRO",185,1996,"high"
"AMRO",108,1997,"high"
"AMRO",123,1997,"high"
"AMRO",133,1997,"high"
"AMRO",137,1997,"high"
"AMRO",138,1997,"high"
"AMRO",141,1997,"high"
"AMRO",141,1997,"high"
"AMRO",142,1997,"high"
"AMRO",142,1997,"high"
"AMRO",144,1997,"high"
"AMRO",144,1997,"high"
"AMRO",145,1997,"high"
"AMRO",147,1997,"high"
"AMRO",148,1997,"high"
"AMRO",151,1997,"high"
"AMRO",151,1997,"high"
"AMRO",152,1997,"high"
"AMRO",153,1997,"high"
"AMRO",153,1997,"high"
"AMRO",154,1997,"high"
"AMRO",154,1997,"high"
"AMRO",154,1997,"high"
"AMRO",154,1997,"high"
"AMRO",183,1997,"high"
"AMRO",183,1997,"high"
"AMRO",187,1997,"high"
"AMRO",113,2010,"high"
"AMRO",130,2010,"high"
"AMRO",130,2010,"high"
"AMRO",138,2010,"high"
"AMRO",138,2010,"high"
"AMRO",140,2010,"high"
"AMRO",141,2010,"high"
"AMRO",141,2010,"high"
"AMRO",141,2010,"high"
"AMRO",149,2010,"high"
"AMRO",150,2010,"high"
"AMRO",159,2010,"high"
"AMRO",164,2010,"high"
"AMRO",178,2010,"high"
"AMRO",118,2011,"high"
"AMRO",118,2011,"high"
"AMRO",118,2011,"high"
"AMRO",118,2011,"high"
"AMRO",123,2011,"high"
"AMRO",124,2011,"high"
"AMRO",124,2011,"high"
"AMRO",124,2011,"high"
"AMRO",125,2011,"high"
"AMRO",128,2011,"high"
"AMRO",128,2011,"high"
"AMRO",131,2011,"high"
"AMRO",137,2011,"high"
"AMRO",137,2011,"high"
"AMRO",137,2011,"high"
"AMRO",138,2011,"high"
"AMRO",141,2011,"high"
"AMRO",141,2011,"high"
"AMRO",141,2011,"high"
"AMRO",142,2011,"high"
"AMRO",142,2011,"high"
"AMRO",143,2011,"high"
"AMRO",143,2011,"high"
"AMRO",145,2011,"high"
"AMRO",145,2011,"high"
"AMRO",146,2011,"high"
"AMRO",149,2011,"high"
"AMRO",154,2011,"high"
"AMRO",154,2011,"high"
"AMRO",158,2011,"high"
"AMRO",158,2011,"high"
"AMRO",158,2011,"high"
"AMRO",181,2011,"high"
"AMRO",188,2011,"high"
"AMRO",188,2011,"high"
"AMRO",114,2012,"high"
"AMRO",116,2012,"high"
"AMRO",117,2012,"high"
"AMRO",123,2012,"high"
"AMRO",125,2012,"high"
"AMRO",125,2012,"high"
"AMRO",126,2012,"high"
"AMRO",126,2012,"high"
"AMRO",131,2012,"high"
"AMRO",132,2012,"high"
"AMRO",134,2012,"high"
"AMRO",137,2012,"high"
"AMRO",142,2012,"high"
"AMRO",155,2012,"high"
"AMRO",156,2012,"high"
"AMRO",158,2012,"high"
"AMRO",159,2012,"high"
"AMRO",160,2012,"high"
"AMRO",160,2012,"high"
"AMRO",160,2012,"high"
"AMRO",160,2012,"high"
"AMRO",161,2012,"high"
"AMRO",161,2012,"high"
"AMRO",163,2012,"high"
"AMRO",167,2012,"high"
"AMRO",167,2012,"high"
"AMRO",170,2012,"high"
"AMRO",171,2012,"high"
"AMRO",171,2012,"high"
"AMRO",148,2013,"high"
"AMRO",163,2013,"high"
"EAKI",148,1887,"low"
"EAKI",165,1888,"low"
"EAKI",183,1891,"low"
"EAKI",159,1893,"low"
"EAKI",164,1894,"low"
"EAKI",149,1896,"low"
"EAKI",164,1896,"low"
"EAKI",172,1897,"low"
"EAKI",173,1898,"low"
"EAKI",165,1899,"low"
"EAKI",163,1904,"low"
"EAKI",158,1914,"low"
"EAKI",153,1916,"low"
"EAKI",151,1919,"low"
"EAKI",167,1925,"low"
"EAKI",154,1989,"high"
"EAKI",159,1989,"high"
"EAKI",170,1989,"high"
"EAKI",159,2011,"high"
"EAKI",162,2011,"high"
"EAKI",149,2012,"high"
"EAKI",163,2012,"high"
"REVI",151,1885,"low"
"REVI",197,1889,"low"
"REVI",181,1891,"low"
"REVI",192,1891,"low"
"REVI",175,1892,"low"
